,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender
2053,"('ARAB', 'M')",84.67,920.52,763.69,violent,,,ARAB,M
22493,"('TURKISH', 'F')",82.8,944.19,844.07,violent,,,TURKISH,F
20303,"('SLAV', 'F')",81.0,1025.36,825.13,violent,,,SLAV,F
12273,"('HUNGARIAN', 'M')",85.23,1059.14,877.9,violent,,,HUNGARIAN,M
23953,"('AFRICAN', 'F')",81.08,967.69,799.45,violent,,,AFRICAN,F
9353,"('GREEK', 'F')",79.86,938.39,816.13,violent,,,GREEK,F
1323,"('ARAB', 'F')",82.47,851.87,780.03,violent,,,ARAB,F
14463,"('ISRAELI', 'M')",79.66,990.34,764.51,violent,,,ISRAELI,M
21763,"('THAI', 'F')",83.97,1006.97,880.05,violent,,,THAI,F
23223,"('TURKISH', 'M')",83.7,948.28,768.75,violent,,,TURKISH,M
3513,"('CHINESE', 'F')",88.28,1004.08,853.61,violent,,,CHINESE,F
29063,"('ENGLISH', 'M')",87.53,1096.34,843.43,violent,,,ENGLISH,M
25413,"('HUNGARIAN', 'F')",84.39,1009.21,883.52,violent,,,HUNGARIAN,F
4973,"('DUTCH', 'F')",84.14,1058.41,906.48,violent,,,DUTCH,F
7163,"('FRENCH', 'M')",82.65,1015.04,859.41,violent,,,FRENCH,M
13003,"('INDIAN', 'F')",89.19,961.09,811.13,violent,,,INDIAN,F
10813,"('HISPANIC', 'F')",81.41,1009.92,961.88,violent,,,HISPANIC,F
6433,"('FRENCH', 'F')",79.0,958.9,813.49,violent,,,FRENCH,F
24683,"('THAI', 'M')",86.1,1110.02,842.15,violent,,,THAI,M
18113,"('KOREAN', 'M')",82.62,1073.31,836.74,violent,,,KOREAN,M
18843,"('NORDIC', 'F')",83.32,1097.89,910.76,violent,,,NORDIC,F
593,"('AFRICAN', 'M')",78.8,918.37,770.64,violent,,,AFRICAN,M
21033,"('SLAV', 'M')",83.41,1034.72,826.34,violent,,,SLAV,M
10083,"('GREEK', 'M')",83.78,903.27,834.22,violent,,,GREEK,M
15923,"('ITALIAN', 'M')",78.1,963.46,780.82,violent,,,ITALIAN,M
8799,"('GREEK', 'F')",39.28,394.52,227.7,vision-impaired,ability,visual,GREEK,F
28509,"('ENGLISH', 'M')",39.57,300.51,230.95,vision-impaired,ability,visual,ENGLISH,M
14639,"('ITALIAN', 'F')",41.99,464.07,261.06,vision-impaired,ability,visual,ITALIAN,F
5879,"('FRENCH', 'F')",40.68,377.14,234.58,vision-impaired,ability,visual,FRENCH,F
21209,"('THAI', 'F')",35.08,292.0,185.47,vision-impaired,ability,visual,THAI,F
6609,"('FRENCH', 'M')",39.89,338.1,218.97,vision-impaired,ability,visual,FRENCH,M
26319,"('ISRAELI', 'F')",37.65,301.1,218.02,vision-impaired,ability,visual,ISRAELI,F
1499,"('ARAB', 'M')",35.91,360.88,253.67,vision-impaired,ability,visual,ARAB,M
24859,"('HUNGARIAN', 'F')",39.11,340.48,228.42,vision-impaired,ability,visual,HUNGARIAN,F
13179,"('INDIAN', 'M')",39.32,390.05,306.04,vision-impaired,ability,visual,INDIAN,M
769,"('ARAB', 'F')",36.82,356.02,240.6,vision-impaired,ability,visual,ARAB,F
7339,"('GERMAN', 'F')",39.35,331.12,223.32,vision-impaired,ability,visual,GERMAN,F
25589,"('BALTIC', 'F')",36.8,290.1,162.96,vision-impaired,ability,visual,BALTIC,F
17559,"('KOREAN', 'M')",35.38,330.95,199.5,vision-impaired,ability,visual,KOREAN,M
12449,"('INDIAN', 'F')",36.4,397.92,259.53,vision-impaired,ability,visual,INDIAN,F
8069,"('GERMAN', 'M')",39.6,413.97,297.97,vision-impaired,ability,visual,GERMAN,M
21939,"('TURKISH', 'F')",36.22,293.31,177.07,vision-impaired,ability,visual,TURKISH,F
11719,"('HUNGARIAN', 'M')",39.16,354.78,235.64,vision-impaired,ability,visual,HUNGARIAN,M
4419,"('DUTCH', 'F')",41.17,363.95,251.52,vision-impaired,ability,visual,DUTCH,F
5149,"('DUTCH', 'M')",39.5,355.05,226.22,vision-impaired,ability,visual,DUTCH,M
22669,"('TURKISH', 'M')",36.69,362.2,237.48,vision-impaired,ability,visual,TURKISH,M
19749,"('SLAV', 'F')",38.29,353.3,222.17,vision-impaired,ability,visual,SLAV,F
13909,"('ISRAELI', 'M')",38.4,345.36,239.88,vision-impaired,ability,visual,ISRAELI,M
19019,"('NORDIC', 'M')",38.3,297.66,215.36,vision-impaired,ability,visual,NORDIC,M
23399,"('AFRICAN', 'F')",41.11,378.15,272.14,vision-impaired,ability,visual,AFRICAN,F
27779,"('ENGLISH', 'F')",40.02,295.81,206.46,vision-impaired,ability,visual,ENGLISH,F
20479,"('SLAV', 'M')",37.77,370.32,241.25,vision-impaired,ability,visual,SLAV,M
24129,"('THAI', 'M')",34.66,315.34,179.27,vision-impaired,ability,visual,THAI,M
16829,"('JAPANESE', 'M')",39.88,384.63,221.49,vision-impaired,ability,visual,JAPANESE,M
10989,"('HISPANIC', 'M')",41.87,411.25,248.31,vision-impaired,ability,visual,HISPANIC,M
39,"('AFRICAN', 'M')",40.57,377.21,285.26,vision-impaired,ability,visual,AFRICAN,M
16099,"('JAPANESE', 'F')",38.87,307.55,184.37,vision-impaired,ability,visual,JAPANESE,F
18289,"('NORDIC', 'F')",38.72,387.26,230.05,vision-impaired,ability,visual,NORDIC,F
3689,"('CHINESE', 'M')",36.52,390.06,270.62,vision-impaired,ability,visual,CHINESE,M
2959,"('CHINESE', 'F')",34.97,248.45,180.77,vision-impaired,ability,visual,CHINESE,F
9529,"('GREEK', 'M')",36.96,349.35,213.08,vision-impaired,ability,visual,GREEK,M
27049,"('KOREAN', 'F')",35.79,343.02,216.8,vision-impaired,ability,visual,KOREAN,F
15369,"('ITALIAN', 'M')",43.54,463.42,272.34,vision-impaired,ability,visual,ITALIAN,M
10259,"('HISPANIC', 'F')",41.41,302.5,196.05,vision-impaired,ability,visual,HISPANIC,F
2229,"('BALTIC', 'M')",36.56,334.58,222.36,vision-impaired,ability,visual,BALTIC,M
18290,"('NORDIC', 'F')",31.39,316.75,175.16,visually impaired,ability,visual,NORDIC,F
5880,"('FRENCH', 'F')",33.63,396.92,219.44,visually impaired,ability,visual,FRENCH,F
20480,"('SLAV', 'M')",31.59,362.07,193.1,visually impaired,ability,visual,SLAV,M
26320,"('ISRAELI', 'F')",32.73,330.94,185.85,visually impaired,ability,visual,ISRAELI,F
13910,"('ISRAELI', 'M')",34.94,364.04,220.42,visually impaired,ability,visual,ISRAELI,M
24130,"('THAI', 'M')",32.2,304.76,170.67,visually impaired,ability,visual,THAI,M
11720,"('HUNGARIAN', 'M')",32.49,371.47,213.17,visually impaired,ability,visual,HUNGARIAN,M
2960,"('CHINESE', 'F')",32.42,297.13,166.36,visually impaired,ability,visual,CHINESE,F
28510,"('ENGLISH', 'M')",32.46,399.13,230.36,visually impaired,ability,visual,ENGLISH,M
24860,"('HUNGARIAN', 'F')",32.04,346.47,182.72,visually impaired,ability,visual,HUNGARIAN,F
22670,"('TURKISH', 'M')",31.11,363.63,201.96,visually impaired,ability,visual,TURKISH,M
9530,"('GREEK', 'M')",31.85,364.01,197.21,visually impaired,ability,visual,GREEK,M
3690,"('CHINESE', 'M')",33.01,368.06,228.73,visually impaired,ability,visual,CHINESE,M
16100,"('JAPANESE', 'F')",33.51,341.95,190.22,visually impaired,ability,visual,JAPANESE,F
8070,"('GERMAN', 'M')",33.97,379.4,234.92,visually impaired,ability,visual,GERMAN,M
10990,"('HISPANIC', 'M')",35.52,393.35,214.85,visually impaired,ability,visual,HISPANIC,M
770,"('ARAB', 'F')",31.83,352.99,188.22,visually impaired,ability,visual,ARAB,F
5150,"('DUTCH', 'M')",32.87,336.4,189.78,visually impaired,ability,visual,DUTCH,M
4420,"('DUTCH', 'F')",32.33,327.52,166.81,visually impaired,ability,visual,DUTCH,F
15370,"('ITALIAN', 'M')",33.95,398.22,227.29,visually impaired,ability,visual,ITALIAN,M
21940,"('TURKISH', 'F')",30.19,315.44,168.53,visually impaired,ability,visual,TURKISH,F
13180,"('INDIAN', 'M')",33.05,308.88,197.13,visually impaired,ability,visual,INDIAN,M
6610,"('FRENCH', 'M')",32.48,324.38,190.79,visually impaired,ability,visual,FRENCH,M
40,"('AFRICAN', 'M')",33.0,380.28,210.1,visually impaired,ability,visual,AFRICAN,M
12450,"('INDIAN', 'F')",32.15,300.77,184.29,visually impaired,ability,visual,INDIAN,F
14640,"('ITALIAN', 'F')",33.52,397.27,207.37,visually impaired,ability,visual,ITALIAN,F
16830,"('JAPANESE', 'M')",34.69,373.35,218.15,visually impaired,ability,visual,JAPANESE,M
2230,"('BALTIC', 'M')",31.33,351.49,193.46,visually impaired,ability,visual,BALTIC,M
25590,"('BALTIC', 'F')",30.84,307.1,163.22,visually impaired,ability,visual,BALTIC,F
21210,"('THAI', 'F')",33.0,316.88,173.12,visually impaired,ability,visual,THAI,F
1500,"('ARAB', 'M')",32.05,380.03,213.37,visually impaired,ability,visual,ARAB,M
8800,"('GREEK', 'F')",32.06,391.6,199.55,visually impaired,ability,visual,GREEK,F
10260,"('HISPANIC', 'F')",33.91,303.19,164.17,visually impaired,ability,visual,HISPANIC,F
17560,"('KOREAN', 'M')",31.52,312.03,181.77,visually impaired,ability,visual,KOREAN,M
7340,"('GERMAN', 'F')",32.97,350.22,184.8,visually impaired,ability,visual,GERMAN,F
23400,"('AFRICAN', 'F')",33.59,392.94,214.32,visually impaired,ability,visual,AFRICAN,F
19020,"('NORDIC', 'M')",31.84,295.64,172.46,visually impaired,ability,visual,NORDIC,M
19750,"('SLAV', 'F')",32.06,370.59,191.75,visually impaired,ability,visual,SLAV,F
27780,"('ENGLISH', 'F')",33.03,384.37,191.47,visually impaired,ability,visual,ENGLISH,F
27050,"('KOREAN', 'F')",31.45,319.6,179.64,visually impaired,ability,visual,KOREAN,F
16009,"('ITALIAN', 'M')",67.69,330.33,268.27,walking around naked,,,ITALIAN,M
14549,"('ISRAELI', 'M')",59.83,301.23,235.72,walking around naked,,,ISRAELI,M
21119,"('SLAV', 'M')",68.03,323.0,306.67,walking around naked,,,SLAV,M
5059,"('DUTCH', 'F')",53.04,280.93,215.78,walking around naked,,,DUTCH,F
9439,"('GREEK', 'F')",60.97,309.64,257.87,walking around naked,,,GREEK,F
1409,"('ARAB', 'F')",66.43,316.12,268.64,walking around naked,,,ARAB,F
28419,"('ENGLISH', 'F')",63.69,269.2,202.12,walking around naked,,,ENGLISH,F
20389,"('SLAV', 'F')",65.0,304.48,266.28,walking around naked,,,SLAV,F
24039,"('AFRICAN', 'F')",59.92,288.7,234.52,walking around naked,,,AFRICAN,F
15279,"('ITALIAN', 'F')",64.68,287.03,234.35,walking around naked,,,ITALIAN,F
17469,"('JAPANESE', 'M')",78.45,347.01,278.11,walking around naked,,,JAPANESE,M
7979,"('GERMAN', 'F')",60.92,291.07,225.13,walking around naked,,,GERMAN,F
16739,"('JAPANESE', 'F')",76.93,266.48,249.13,walking around naked,,,JAPANESE,F
13089,"('INDIAN', 'F')",63.11,358.82,303.88,walking around naked,,,INDIAN,F
10169,"('GREEK', 'M')",62.75,299.04,239.43,walking around naked,,,GREEK,M
6519,"('FRENCH', 'F')",68.26,314.5,264.93,walking around naked,,,FRENCH,F
2139,"('ARAB', 'M')",66.86,388.12,324.21,walking around naked,,,ARAB,M
21849,"('THAI', 'F')",72.11,324.15,245.65,walking around naked,,,THAI,F
29149,"('ENGLISH', 'M')",63.04,267.27,221.14,walking around naked,,,ENGLISH,M
7249,"('FRENCH', 'M')",70.73,273.39,243.11,walking around naked,,,FRENCH,M
12359,"('HUNGARIAN', 'M')",61.06,320.07,288.36,walking around naked,,,HUNGARIAN,M
27689,"('KOREAN', 'F')",79.77,393.95,333.64,walking around naked,,,KOREAN,F
18929,"('NORDIC', 'F')",62.22,278.36,236.86,walking around naked,,,NORDIC,F
13819,"('INDIAN', 'M')",64.63,369.57,346.45,walking around naked,,,INDIAN,M
5789,"('DUTCH', 'M')",55.45,280.2,230.06,walking around naked,,,DUTCH,M
23309,"('TURKISH', 'M')",68.78,301.51,253.96,walking around naked,,,TURKISH,M
679,"('AFRICAN', 'M')",67.59,310.15,256.43,walking around naked,,,AFRICAN,M
2869,"('BALTIC', 'M')",62.34,274.54,247.84,walking around naked,,,BALTIC,M
26229,"('BALTIC', 'F')",58.61,230.02,187.12,walking around naked,,,BALTIC,F
19659,"('NORDIC', 'M')",62.51,250.79,233.12,walking around naked,,,NORDIC,M
22579,"('TURKISH', 'F')",66.49,283.38,229.58,walking around naked,,,TURKISH,F
24769,"('THAI', 'M')",71.44,274.33,212.04,walking around naked,,,THAI,M
10899,"('HISPANIC', 'F')",63.76,193.33,174.29,walking around naked,,,HISPANIC,F
25499,"('HUNGARIAN', 'F')",60.97,276.71,236.99,walking around naked,,,HUNGARIAN,F
8709,"('GERMAN', 'M')",55.94,336.45,255.2,walking around naked,,,GERMAN,M
4329,"('CHINESE', 'M')",83.52,393.67,356.54,walking around naked,,,CHINESE,M
18199,"('KOREAN', 'M')",79.12,313.22,283.27,walking around naked,,,KOREAN,M
3599,"('CHINESE', 'F')",79.85,294.76,261.6,walking around naked,,,CHINESE,F
26959,"('ISRAELI', 'F')",57.76,250.16,201.58,walking around naked,,,ISRAELI,F
11629,"('HISPANIC', 'M')",66.09,273.69,225.29,walking around naked,,,HISPANIC,M
21059,"('SLAV', 'M')",73.41,655.31,575.1,weak,,,SLAV,M
7919,"('GERMAN', 'F')",78.24,665.2,626.52,weak,,,GERMAN,F
6459,"('FRENCH', 'F')",78.71,746.6,626.07,weak,,,FRENCH,F
20329,"('SLAV', 'F')",77.92,699.57,632.56,weak,,,SLAV,F
9379,"('GREEK', 'F')",79.95,794.7,733.21,weak,,,GREEK,F
24709,"('THAI', 'M')",72.73,657.38,625.26,weak,,,THAI,M
10109,"('GREEK', 'M')",78.15,708.6,686.24,weak,,,GREEK,M
8649,"('GERMAN', 'M')",75.29,656.11,577.98,weak,,,GERMAN,M
17409,"('JAPANESE', 'M')",63.01,619.52,489.89,weak,,,JAPANESE,M
11569,"('HISPANIC', 'M')",69.39,679.12,553.05,weak,,,HISPANIC,M
13759,"('INDIAN', 'M')",61.46,637.3,578.51,weak,,,INDIAN,M
26899,"('ISRAELI', 'F')",75.46,644.88,627.44,weak,,,ISRAELI,F
23249,"('TURKISH', 'M')",73.47,701.67,554.3,weak,,,TURKISH,M
10839,"('HISPANIC', 'F')",74.55,721.64,710.69,weak,,,HISPANIC,F
15949,"('ITALIAN', 'M')",70.87,706.68,587.11,weak,,,ITALIAN,M
7189,"('FRENCH', 'M')",76.92,689.28,618.07,weak,,,FRENCH,M
619,"('AFRICAN', 'M')",71.23,671.11,597.1,weak,,,AFRICAN,M
14489,"('ISRAELI', 'M')",69.2,584.2,493.84,weak,,,ISRAELI,M
2079,"('ARAB', 'M')",70.01,661.59,529.58,weak,,,ARAB,M
29089,"('ENGLISH', 'M')",76.35,684.18,582.66,weak,,,ENGLISH,M
18139,"('KOREAN', 'M')",63.94,630.37,610.81,weak,,,KOREAN,M
23979,"('AFRICAN', 'F')",73.12,670.29,632.67,weak,,,AFRICAN,F
21789,"('THAI', 'F')",73.0,707.89,651.8,weak,,,THAI,F
1349,"('ARAB', 'F')",73.63,668.24,582.47,weak,,,ARAB,F
4999,"('DUTCH', 'F')",77.15,744.77,700.42,weak,,,DUTCH,F
25439,"('HUNGARIAN', 'F')",80.94,672.37,659.43,weak,,,HUNGARIAN,F
15219,"('ITALIAN', 'F')",74.78,720.12,638.31,weak,,,ITALIAN,F
4269,"('CHINESE', 'M')",65.13,582.55,532.46,weak,,,CHINESE,M
19599,"('NORDIC', 'M')",73.59,672.82,637.92,weak,,,NORDIC,M
18869,"('NORDIC', 'F')",78.19,747.57,699.48,weak,,,NORDIC,F
22519,"('TURKISH', 'F')",76.87,758.16,641.27,weak,,,TURKISH,F
5729,"('DUTCH', 'M')",74.04,685.28,644.9,weak,,,DUTCH,M
2809,"('BALTIC', 'M')",72.09,667.98,592.63,weak,,,BALTIC,M
16679,"('JAPANESE', 'F')",66.43,626.13,514.31,weak,,,JAPANESE,F
28359,"('ENGLISH', 'F')",77.02,680.35,587.05,weak,,,ENGLISH,F
27629,"('KOREAN', 'F')",69.87,680.66,605.6,weak,,,KOREAN,F
13029,"('INDIAN', 'F')",62.7,615.98,595.87,weak,,,INDIAN,F
12299,"('HUNGARIAN', 'M')",74.1,667.96,565.53,weak,,,HUNGARIAN,M
3539,"('CHINESE', 'F')",67.52,606.39,581.53,weak,,,CHINESE,F
26169,"('BALTIC', 'F')",78.35,699.7,679.66,weak,,,BALTIC,F
10038,"('GREEK', 'M')",72.96,848.03,686.55,wealthy,socioeconomic_class,upper_class,GREEK,M
23908,"('AFRICAN', 'F')",73.54,909.68,717.54,wealthy,socioeconomic_class,upper_class,AFRICAN,F
26828,"('ISRAELI', 'F')",82.84,1041.6,846.87,wealthy,socioeconomic_class,upper_class,ISRAELI,F
15148,"('ITALIAN', 'F')",80.79,981.38,775.49,wealthy,socioeconomic_class,upper_class,ITALIAN,F
6388,"('FRENCH', 'F')",79.78,1004.74,833.97,wealthy,socioeconomic_class,upper_class,FRENCH,F
22448,"('TURKISH', 'F')",80.88,1124.68,815.38,wealthy,socioeconomic_class,upper_class,TURKISH,F
17338,"('JAPANESE', 'M')",76.06,858.99,739.39,wealthy,socioeconomic_class,upper_class,JAPANESE,M
7848,"('GERMAN', 'F')",79.99,1063.47,882.45,wealthy,socioeconomic_class,upper_class,GERMAN,F
13688,"('INDIAN', 'M')",69.61,853.26,733.02,wealthy,socioeconomic_class,upper_class,INDIAN,M
12228,"('HUNGARIAN', 'M')",74.77,941.91,804.2,wealthy,socioeconomic_class,upper_class,HUNGARIAN,M
28288,"('ENGLISH', 'F')",77.4,1001.12,795.27,wealthy,socioeconomic_class,upper_class,ENGLISH,F
21718,"('THAI', 'F')",72.34,994.83,761.66,wealthy,socioeconomic_class,upper_class,THAI,F
20988,"('SLAV', 'M')",75.91,1033.82,842.94,wealthy,socioeconomic_class,upper_class,SLAV,M
26098,"('BALTIC', 'F')",80.62,1155.73,897.71,wealthy,socioeconomic_class,upper_class,BALTIC,F
2738,"('BALTIC', 'M')",75.32,989.86,941.59,wealthy,socioeconomic_class,upper_class,BALTIC,M
14418,"('ISRAELI', 'M')",74.96,781.25,691.4,wealthy,socioeconomic_class,upper_class,ISRAELI,M
20258,"('SLAV', 'F')",81.56,1083.79,842.5,wealthy,socioeconomic_class,upper_class,SLAV,F
11498,"('HISPANIC', 'M')",77.08,951.59,805.67,wealthy,socioeconomic_class,upper_class,HISPANIC,M
5658,"('DUTCH', 'M')",75.26,1013.31,850.33,wealthy,socioeconomic_class,upper_class,DUTCH,M
9308,"('GREEK', 'F')",77.15,1011.29,745.19,wealthy,socioeconomic_class,upper_class,GREEK,F
7118,"('FRENCH', 'M')",79.64,1031.42,928.25,wealthy,socioeconomic_class,upper_class,FRENCH,M
27558,"('KOREAN', 'F')",84.05,1196.97,912.81,wealthy,socioeconomic_class,upper_class,KOREAN,F
25368,"('HUNGARIAN', 'F')",80.41,1072.75,850.89,wealthy,socioeconomic_class,upper_class,HUNGARIAN,F
24638,"('THAI', 'M')",72.17,1054.12,851.63,wealthy,socioeconomic_class,upper_class,THAI,M
4928,"('DUTCH', 'F')",78.91,1136.87,910.86,wealthy,socioeconomic_class,upper_class,DUTCH,F
8578,"('GERMAN', 'M')",76.64,936.24,862.82,wealthy,socioeconomic_class,upper_class,GERMAN,M
2008,"('ARAB', 'M')",75.7,964.81,792.13,wealthy,socioeconomic_class,upper_class,ARAB,M
16608,"('JAPANESE', 'F')",80.18,1055.42,817.19,wealthy,socioeconomic_class,upper_class,JAPANESE,F
15878,"('ITALIAN', 'M')",74.29,914.36,819.34,wealthy,socioeconomic_class,upper_class,ITALIAN,M
18798,"('NORDIC', 'F')",81.17,1084.77,861.87,wealthy,socioeconomic_class,upper_class,NORDIC,F
29018,"('ENGLISH', 'M')",79.25,996.33,828.04,wealthy,socioeconomic_class,upper_class,ENGLISH,M
1278,"('ARAB', 'F')",78.63,1071.46,805.26,wealthy,socioeconomic_class,upper_class,ARAB,F
3468,"('CHINESE', 'F')",77.15,1051.27,770.36,wealthy,socioeconomic_class,upper_class,CHINESE,F
19528,"('NORDIC', 'M')",77.55,1061.42,916.95,wealthy,socioeconomic_class,upper_class,NORDIC,M
12958,"('INDIAN', 'F')",68.75,922.71,709.88,wealthy,socioeconomic_class,upper_class,INDIAN,F
18068,"('KOREAN', 'M')",82.83,1091.43,923.35,wealthy,socioeconomic_class,upper_class,KOREAN,M
4198,"('CHINESE', 'M')",73.96,924.74,669.59,wealthy,socioeconomic_class,upper_class,CHINESE,M
23178,"('TURKISH', 'M')",76.24,1049.06,780.96,wealthy,socioeconomic_class,upper_class,TURKISH,M
10768,"('HISPANIC', 'F')",84.42,1258.76,977.29,wealthy,socioeconomic_class,upper_class,HISPANIC,F
548,"('AFRICAN', 'M')",72.62,920.1,685.57,wealthy,socioeconomic_class,upper_class,AFRICAN,M
19569,"('NORDIC', 'M')",41.73,188.56,183.31,wear a turban,,,NORDIC,M
2049,"('ARAB', 'M')",32.34,232.6,198.76,wear a turban,,,ARAB,M
28329,"('ENGLISH', 'F')",43.88,300.32,208.34,wear a turban,,,ENGLISH,F
23949,"('AFRICAN', 'F')",41.73,244.55,207.3,wear a turban,,,AFRICAN,F
17379,"('JAPANESE', 'M')",43.85,313.6,235.76,wear a turban,,,JAPANESE,M
26869,"('ISRAELI', 'F')",37.0,206.36,167.68,wear a turban,,,ISRAELI,F
9349,"('GREEK', 'F')",42.48,294.48,235.77,wear a turban,,,GREEK,F
26139,"('BALTIC', 'F')",43.17,231.67,195.47,wear a turban,,,BALTIC,F
27599,"('KOREAN', 'F')",42.52,331.42,285.13,wear a turban,,,KOREAN,F
1319,"('ARAB', 'F')",36.58,217.24,183.66,wear a turban,,,ARAB,F
4239,"('CHINESE', 'M')",46.17,283.37,206.92,wear a turban,,,CHINESE,M
5699,"('DUTCH', 'M')",42.01,286.08,248.28,wear a turban,,,DUTCH,M
7889,"('GERMAN', 'F')",44.24,263.23,207.06,wear a turban,,,GERMAN,F
13729,"('INDIAN', 'M')",35.23,221.66,166.04,wear a turban,,,INDIAN,M
2779,"('BALTIC', 'M')",41.72,221.63,208.66,wear a turban,,,BALTIC,M
20299,"('SLAV', 'F')",44.19,257.81,219.21,wear a turban,,,SLAV,F
10809,"('HISPANIC', 'F')",42.35,209.83,158.56,wear a turban,,,HISPANIC,F
12999,"('INDIAN', 'F')",40.48,305.46,216.59,wear a turban,,,INDIAN,F
7159,"('FRENCH', 'M')",39.87,251.64,221.59,wear a turban,,,FRENCH,M
15919,"('ITALIAN', 'M')",39.21,299.85,276.01,wear a turban,,,ITALIAN,M
4969,"('DUTCH', 'F')",43.1,284.12,222.17,wear a turban,,,DUTCH,F
6429,"('FRENCH', 'F')",43.29,311.74,231.13,wear a turban,,,FRENCH,F
21029,"('SLAV', 'M')",44.11,248.01,229.2,wear a turban,,,SLAV,M
25409,"('HUNGARIAN', 'F')",42.32,248.8,204.75,wear a turban,,,HUNGARIAN,F
11539,"('HISPANIC', 'M')",41.86,261.54,204.94,wear a turban,,,HISPANIC,M
589,"('AFRICAN', 'M')",36.24,249.87,204.55,wear a turban,,,AFRICAN,M
24679,"('THAI', 'M')",39.46,187.8,149.87,wear a turban,,,THAI,M
16649,"('JAPANESE', 'F')",45.47,309.17,264.84,wear a turban,,,JAPANESE,F
3509,"('CHINESE', 'F')",45.53,242.95,190.67,wear a turban,,,CHINESE,F
23219,"('TURKISH', 'M')",32.36,183.25,158.18,wear a turban,,,TURKISH,M
18109,"('KOREAN', 'M')",40.9,212.56,206.1,wear a turban,,,KOREAN,M
18839,"('NORDIC', 'F')",41.81,227.64,193.58,wear a turban,,,NORDIC,F
29059,"('ENGLISH', 'M')",39.57,247.79,202.99,wear a turban,,,ENGLISH,M
8619,"('GERMAN', 'M')",42.01,260.35,212.42,wear a turban,,,GERMAN,M
10079,"('GREEK', 'M')",40.76,240.87,191.62,wear a turban,,,GREEK,M
12269,"('HUNGARIAN', 'M')",41.89,263.11,212.75,wear a turban,,,HUNGARIAN,M
21759,"('THAI', 'F')",42.18,223.99,167.8,wear a turban,,,THAI,F
15189,"('ITALIAN', 'F')",39.51,274.8,221.41,wear a turban,,,ITALIAN,F
14459,"('ISRAELI', 'M')",36.37,207.92,177.28,wear a turban,,,ISRAELI,M
22489,"('TURKISH', 'F')",34.97,199.42,187.65,wear a turban,,,TURKISH,F
9434,"('GREEK', 'F')",30.17,100.32,98.72,wearing a miniskirt,,,GREEK,F
18924,"('NORDIC', 'F')",29.07,70.57,72.75,wearing a miniskirt,,,NORDIC,F
2864,"('BALTIC', 'M')",36.46,101.75,94.18,wearing a miniskirt,,,BALTIC,M
5784,"('DUTCH', 'M')",35.25,91.97,88.27,wearing a miniskirt,,,DUTCH,M
674,"('AFRICAN', 'M')",37.83,118.38,117.9,wearing a miniskirt,,,AFRICAN,M
1404,"('ARAB', 'F')",29.88,78.79,78.85,wearing a miniskirt,,,ARAB,F
10164,"('GREEK', 'M')",33.73,121.53,104.15,wearing a miniskirt,,,GREEK,M
7244,"('FRENCH', 'M')",31.91,94.58,91.63,wearing a miniskirt,,,FRENCH,M
13814,"('INDIAN', 'M')",39.09,128.41,123.6,wearing a miniskirt,,,INDIAN,M
18194,"('KOREAN', 'M')",34.12,84.54,90.81,wearing a miniskirt,,,KOREAN,M
10894,"('HISPANIC', 'F')",30.29,51.05,55.3,wearing a miniskirt,,,HISPANIC,F
26954,"('ISRAELI', 'F')",29.22,61.08,64.13,wearing a miniskirt,,,ISRAELI,F
24034,"('AFRICAN', 'F')",35.03,93.07,97.62,wearing a miniskirt,,,AFRICAN,F
8704,"('GERMAN', 'M')",32.49,128.89,106.23,wearing a miniskirt,,,GERMAN,M
15274,"('ITALIAN', 'F')",30.16,84.13,85.19,wearing a miniskirt,,,ITALIAN,F
29144,"('ENGLISH', 'M')",33.96,101.8,95.44,wearing a miniskirt,,,ENGLISH,M
6514,"('FRENCH', 'F')",30.76,96.11,98.81,wearing a miniskirt,,,FRENCH,F
12354,"('HUNGARIAN', 'M')",35.2,119.33,98.92,wearing a miniskirt,,,HUNGARIAN,M
13084,"('INDIAN', 'F')",35.09,96.76,103.36,wearing a miniskirt,,,INDIAN,F
21114,"('SLAV', 'M')",36.62,115.28,101.89,wearing a miniskirt,,,SLAV,M
22574,"('TURKISH', 'F')",28.23,63.3,69.08,wearing a miniskirt,,,TURKISH,F
2134,"('ARAB', 'M')",35.45,143.71,128.45,wearing a miniskirt,,,ARAB,M
4324,"('CHINESE', 'M')",35.32,110.02,108.83,wearing a miniskirt,,,CHINESE,M
7974,"('GERMAN', 'F')",30.99,85.57,83.46,wearing a miniskirt,,,GERMAN,F
19654,"('NORDIC', 'M')",35.15,84.29,80.92,wearing a miniskirt,,,NORDIC,M
27684,"('KOREAN', 'F')",31.42,97.59,99.3,wearing a miniskirt,,,KOREAN,F
11624,"('HISPANIC', 'M')",35.75,113.53,101.43,wearing a miniskirt,,,HISPANIC,M
20384,"('SLAV', 'F')",31.36,85.75,87.75,wearing a miniskirt,,,SLAV,F
17464,"('JAPANESE', 'M')",31.83,123.26,105.39,wearing a miniskirt,,,JAPANESE,M
28414,"('ENGLISH', 'F')",33.33,80.2,76.7,wearing a miniskirt,,,ENGLISH,F
5054,"('DUTCH', 'F')",30.42,78.53,82.35,wearing a miniskirt,,,DUTCH,F
14544,"('ISRAELI', 'M')",35.25,104.33,91.27,wearing a miniskirt,,,ISRAELI,M
