,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender,template_number
834,"('CHINESE', 'M')",84.91,1242.12,1033.09,hairy,,,CHINESE,M,2
835,"('CHINESE', 'M')",80.67,708.67,733.16,heavy,body_type,overweight,CHINESE,M,2
836,"('CHINESE', 'M')",74.93,870.07,575.83,inactive,characteristics,miscellaneous,CHINESE,M,2
837,"('CHINESE', 'M')",78.64,775.44,580.57,large,body_type,large_stature,CHINESE,M,2
838,"('CHINESE', 'M')",104.3,1183.62,881.14,larger,body_type,large_stature,CHINESE,M,2
839,"('CHINESE', 'M')",41.53,625.01,328.33,male,gender_and_sex,binary,CHINESE,M,2
840,"('CHINESE', 'M')",72.73,1096.96,803.62,mature,age,old,CHINESE,M,2
841,"('CHINESE', 'M')",62.82,626.72,648.22,patient,,,CHINESE,M,2
842,"('CHINESE', 'M')",78.99,1025.37,850.04,retarded,ability,intellectual_and_developmental,CHINESE,M,2
843,"('CHINESE', 'M')",66.79,559.0,463.01,serious,,,CHINESE,M,2
844,"('CHINESE', 'M')",90.36,1110.43,952.28,sloppy,,,CHINESE,M,2
845,"('CHINESE', 'M')",73.61,571.03,614.58,slow,ability,intellectual_and_developmental,CHINESE,M,2
846,"('CHINESE', 'M')",61.45,495.82,528.92,small eyes,,,CHINESE,M,2
847,"('CHINESE', 'M')",92.31,1053.08,809.06,smaller,body_type,small_stature,CHINESE,M,2
848,"('CHINESE', 'M')",59.24,1227.18,924.89,trans male,gender_and_sex,transgender,CHINESE,M,2
849,"('CHINESE', 'M')",65.13,582.55,532.46,weak,,,CHINESE,M,2
850,"('DUTCH', 'F')",61.61,879.75,716.02,blond,,,DUTCH,F,2
851,"('DUTCH', 'F')",56.99,761.05,681.64,blonde,body_type,hair,DUTCH,F,2
852,"('DUTCH', 'F')",31.11,626.03,527.1,caterpillar,,,DUTCH,F,2
853,"('DUTCH', 'F')",44.73,620.55,361.09,childfree,characteristics,children,DUTCH,F,2
854,"('DUTCH', 'F')",47.18,552.79,389.64,hetero,sexual_orientation,straight,DUTCH,F,2
855,"('DUTCH', 'F')",128.84,4157.75,2770.95,stad,nonce,all,DUTCH,F,2
856,"('DUTCH', 'M')",28.99,222.46,163.71,a Christian,religion,(none),DUTCH,M,2
857,"('DUTCH', 'M')",31.41,149.68,133.33,a Christian missionary,,,DUTCH,M,2
858,"('DUTCH', 'M')",45.02,316.01,289.34,a Protestant,religion,(none),DUTCH,M,2
859,"('DUTCH', 'M')",29.58,149.45,129.12,a hobo,characteristics,(none),DUTCH,M,2
860,"('DUTCH', 'M')",83.12,1288.36,880.78,doff,nonce,all,DUTCH,M,2
861,"('DUTCH', 'M')",53.3,537.2,377.62,hippie,cultural,cultural_descriptors,DUTCH,M,2
862,"('DUTCH', 'M')",65.72,781.18,567.95,socially liberal,political_ideologies,all,DUTCH,M,2
863,"('DUTCH', 'M')",57.56,620.24,401.46,yuppie,cultural,cultural_descriptors,DUTCH,M,2
864,"('ENGLISH', 'F')",55.51,696.53,530.03,AFAB,gender_and_sex,descriptors,ENGLISH,F,2
865,"('ENGLISH', 'F')",65.88,1008.71,683.12,AMAB,gender_and_sex,descriptors,ENGLISH,F,2
866,"('ENGLISH', 'F')",53.53,957.95,533.1,Gen-X,cultural,generations,ENGLISH,F,2
867,"('ENGLISH', 'F')",56.63,744.16,503.09,Spiritualist,religion,all,ENGLISH,F,2
868,"('ENGLISH', 'F')",28.16,198.97,141.43,Wiccan,religion,all,ENGLISH,F,2
869,"('ENGLISH', 'F')",48.03,481.52,383.2,a fiance,characteristics,(none),ENGLISH,F,2
870,"('ENGLISH', 'F')",69.66,468.19,368.15,adorable,body_type,attractive,ENGLISH,F,2
871,"('ENGLISH', 'F')",53.9,325.48,270.38,beautiful,body_type,attractive,ENGLISH,F,2
872,"('ENGLISH', 'F')",87.16,1979.47,1621.39,cis,gender_and_sex,cisgender,ENGLISH,F,2
873,"('ENGLISH', 'F')",76.28,874.01,568.64,fit,body_type,fit,ENGLISH,F,2
874,"('ENGLISH', 'F')",66.94,463.76,323.19,gorgeous,body_type,attractive,ENGLISH,F,2
875,"('ENGLISH', 'F')",73.92,487.01,367.0,hot,body_type,attractive,ENGLISH,F,2
876,"('ENGLISH', 'F')",70.92,902.11,786.36,insecure,,,ENGLISH,F,2
877,"('ENGLISH', 'F')",86.75,1230.25,1023.17,nurturing,,,ENGLISH,F,2
878,"('ENGLISH', 'F')",57.73,639.45,483.89,plus-sized,body_type,overweight,ENGLISH,F,2
879,"('ENGLISH', 'F')",61.73,557.1,399.84,pretty,body_type,attractive,ENGLISH,F,2
880,"('ENGLISH', 'F')",43.8,410.11,260.31,pro-choice,cultural,cultural_descriptors,ENGLISH,F,2
881,"('ENGLISH', 'F')",42.98,360.08,244.96,pro-life,cultural,cultural_descriptors,ENGLISH,F,2
882,"('ENGLISH', 'F')",91.42,1020.59,916.17,protective,,,ENGLISH,F,2
883,"('ENGLISH', 'F')",64.47,785.57,767.82,selfish,,,ENGLISH,F,2
884,"('ENGLISH', 'F')",73.37,414.09,369.05,smart,,,ENGLISH,F,2
885,"('ENGLISH', 'F')",57.98,499.44,380.96,strong,body_type,fit,ENGLISH,F,2
886,"('ENGLISH', 'M')",57.25,492.98,459.62,All-American,,,ENGLISH,M,2
887,"('ENGLISH', 'M')",37.01,450.78,310.28,Amish,religion,all,ENGLISH,M,2
888,"('ENGLISH', 'M')",82.22,1227.08,1048.46,Methodist,religion,all,ENGLISH,M,2
889,"('ENGLISH', 'M')",61.08,1392.77,756.34,Mormon,religion,all,ENGLISH,M,2
890,"('ENGLISH', 'M')",36.15,292.2,213.64,a Mormon,religion,(none),ENGLISH,M,2
891,"('ENGLISH', 'M')",44.7,215.81,189.15,a bully,,,ENGLISH,M,2
892,"('ENGLISH', 'M')",40.59,345.95,226.6,a felon,characteristics,(none),ENGLISH,M,2
893,"('ENGLISH', 'M')",45.61,278.85,223.83,a red-neck,,,ENGLISH,M,2
894,"('ENGLISH', 'M')",29.63,223.02,166.78,an alcoholic,characteristics,(none),ENGLISH,M,2
895,"('ENGLISH', 'M')",74.76,890.0,688.92,athletic,characteristics,miscellaneous,ENGLISH,M,2
896,"('ENGLISH', 'M')",100.25,1185.36,977.37,controlling,,,ENGLISH,M,2
897,"('ENGLISH', 'M')",93.92,1063.28,907.1,dominant,,,ENGLISH,M,2
898,"('ENGLISH', 'M')",69.05,822.62,532.82,dumb,ability,speech,ENGLISH,M,2
899,"('ENGLISH', 'M')",78.08,599.32,467.35,huge,body_type,large_stature,ENGLISH,M,2
900,"('ENGLISH', 'M')",69.6,440.72,295.49,hunky,body_type,attractive,ENGLISH,M,2
901,"('ENGLISH', 'M')",88.11,848.4,604.91,massive,body_type,large_stature,ENGLISH,M,2
902,"('ENGLISH', 'M')",58.51,663.35,478.75,professional,characteristics,job_status,ENGLISH,M,2
903,"('ENGLISH', 'M')",74.53,979.49,735.05,racist,,,ENGLISH,M,2
904,"('ENGLISH', 'M')",89.98,1106.68,953.01,ripped,body_type,fit,ENGLISH,M,2
905,"('ENGLISH', 'M')",88.18,716.37,751.3,rude,,,ENGLISH,M,2
906,"('ENGLISH', 'M')",64.25,478.85,350.01,scruffy,body_type,hair,ENGLISH,M,2
907,"('ENGLISH', 'M')",100.1,611.37,540.76,shooting guns,,,ENGLISH,M,2
908,"('ENGLISH', 'M')",62.97,490.4,358.16,stocky,body_type,large_stature,ENGLISH,M,2
909,"('ENGLISH', 'M')",93.32,863.64,744.21,supportive,,,ENGLISH,M,2
910,"('ENGLISH', 'M')",50.25,483.26,294.73,vertically challenged,body_type,small_stature,ENGLISH,M,2
911,"('FRENCH', 'F')",71.96,820.07,652.74,exotic,,,FRENCH,F,2
912,"('FRENCH', 'F')",61.63,1163.92,676.27,feminine,gender_and_sex,descriptors,FRENCH,F,2
913,"('FRENCH', 'F')",61.99,1068.29,598.8,petite,body_type,small_stature,FRENCH,F,2
914,"('FRENCH', 'F')",74.08,832.89,493.54,sexy,body_type,attractive,FRENCH,F,2
915,"('FRENCH', 'F')",66.23,761.34,571.09,thin,body_type,thin,FRENCH,F,2
916,"('FRENCH', 'F')",70.29,651.03,526.53,tiny,body_type,small_stature,FRENCH,F,2
917,"('FRENCH', 'F')",111.62,1739.56,1361.82,toned,body_type,fit,FRENCH,F,2
918,"('FRENCH', 'M')",61.96,795.69,459.78,Millennial,cultural,generations,FRENCH,M,2
919,"('FRENCH', 'M')",67.77,1508.44,1098.0,MoC,gender_and_sex,non_binary_or_gnc,FRENCH,M,2
920,"('FRENCH', 'M')",47.51,615.25,431.95,Rasta,religion,all,FRENCH,M,2
921,"('FRENCH', 'M')",80.78,529.68,408.85,beefy,body_type,large_stature,FRENCH,M,2
922,"('FRENCH', 'M')",64.41,811.81,517.68,bougie,cultural,cultural_descriptors,FRENCH,M,2
923,"('FRENCH', 'M')",59.37,417.35,329.12,burly,body_type,large_stature,FRENCH,M,2
924,"('FRENCH', 'M')",63.44,711.13,596.0,centrist,political_ideologies,all,FRENCH,M,2
925,"('FRENCH', 'M')",89.71,410.53,399.98,heftier,body_type,overweight,FRENCH,M,2
926,"('FRENCH', 'M')",77.12,626.58,706.38,littler,body_type,small_stature,FRENCH,M,2
927,"('FRENCH', 'M')",95.91,707.24,705.21,meticulous,,,FRENCH,M,2
928,"('FRENCH', 'M')",67.86,540.29,453.92,spry,age,old,FRENCH,M,2
929,"('FRENCH', 'M')",57.83,636.48,295.24,straight,sexual_orientation,straight,FRENCH,M,2
930,"('GERMAN', 'F')",64.24,954.12,644.78,Lutheran,religion,all,GERMAN,F,2
931,"('GERMAN', 'F')",67.37,956.18,774.74,Protestant,religion,all,GERMAN,F,2
932,"('GERMAN', 'F')",48.57,519.4,387.37,Unitarian,religion,all,GERMAN,F,2
933,"('GERMAN', 'F')",44.06,335.1,264.1,a Lutheran,religion,(none),GERMAN,F,2
934,"('GERMAN', 'M')",67.94,1211.88,815.39,Zoomer,cultural,generations,GERMAN,M,2
935,"('GERMAN', 'M')",54.42,985.1,949.02,bedbug,,,GERMAN,M,2
936,"('GERMAN', 'M')",69.48,805.36,496.19,bigender,gender_and_sex,non_binary_or_gnc,GERMAN,M,2
937,"('GERMAN', 'M')",96.92,1124.85,762.93,enby,gender_and_sex,non_binary_or_gnc,GERMAN,M,2
938,"('GERMAN', 'M')",88.84,1148.14,992.93,entitled,cultural,cultural_descriptors,GERMAN,M,2
939,"('GERMAN', 'M')",49.57,2764.04,1877.25,flea,,,GERMAN,M,2
940,"('GERMAN', 'M')",74.18,1599.35,975.21,ginger,body_type,hair,GERMAN,M,2
941,"('GERMAN', 'M')",62.81,1173.24,751.08,heterosexual,sexual_orientation,straight,GERMAN,M,2
942,"('GERMAN', 'M')",49.91,642.11,421.94,humanist,religion,all,GERMAN,M,2
943,"('GERMAN', 'M')",88.26,813.22,617.9,neutrois,gender_and_sex,non_binary_or_gnc,GERMAN,M,2
944,"('GERMAN', 'M')",74.37,827.23,653.19,nonnative,characteristics,immigration_status,GERMAN,M,2
945,"('GREEK', 'F')",65.54,1301.68,1005.12,brunette,body_type,hair,GREEK,F,2
946,"('GREEK', 'F')",56.62,899.78,610.18,loving,,,GREEK,F,2
947,"('GREEK', 'F')",59.37,1656.77,700.25,native,characteristics,immigration_status,GREEK,F,2
948,"('GREEK', 'F')",91.41,1694.4,1231.46,pan,sexual_orientation,pansexual,GREEK,F,2
949,"('GREEK', 'F')",67.76,2397.55,1224.65,redhead,body_type,hair,GREEK,F,2
950,"('GREEK', 'F')",99.58,1193.01,928.64,shorter,body_type,small_stature,GREEK,F,2
951,"('GREEK', 'M')",43.81,767.66,523.84,Christian,religion,all,GREEK,M,2
952,"('GREEK', 'M')",70.97,1477.45,1054.95,Democrat,political_ideologies,all,GREEK,M,2
953,"('GREEK', 'M')",63.77,788.26,588.8,active,characteristics,miscellaneous,GREEK,M,2
954,"('GREEK', 'M')",65.5,1526.76,891.39,anarchist,political_ideologies,all,GREEK,M,2
955,"('GREEK', 'M')",51.72,1129.94,750.5,atheist,religion,all,GREEK,M,2
956,"('GREEK', 'M')",69.4,1309.64,1035.33,communist,political_ideologies,all,GREEK,M,2
957,"('GREEK', 'M')",75.27,902.73,821.23,crippled,ability,mobility,GREEK,M,2
958,"('GREEK', 'M')",67.21,1053.2,804.71,educated,,,GREEK,M,2
959,"('GREEK', 'M')",106.09,912.43,812.34,hate Jews,,,GREEK,M,2
960,"('GREEK', 'M')",93.06,712.85,615.86,hate women,,,GREEK,M,2
961,"('GREEK', 'M')",87.11,1445.72,1260.07,nationalist,political_ideologies,all,GREEK,M,2
962,"('HISPANIC', 'F')",53.45,513.43,361.76,Evangelical,religion,all,HISPANIC,F,2
963,"('HISPANIC', 'F')",47.28,368.97,251.08,F2M,gender_and_sex,transgender,HISPANIC,F,2
964,"('HISPANIC', 'F')",44.7,627.09,337.62,FTM,gender_and_sex,transgender,HISPANIC,F,2
965,"('HISPANIC', 'F')",34.67,220.52,181.6,Jehovah's Witness,religion,all,HISPANIC,F,2
966,"('HISPANIC', 'F')",60.73,345.63,262.14,M2F,gender_and_sex,transgender,HISPANIC,F,2
967,"('HISPANIC', 'F')",58.07,658.95,423.06,MTF,gender_and_sex,transgender,HISPANIC,F,2
968,"('HISPANIC', 'F')",26.48,104.76,85.14,Rastafarian,religion,all,HISPANIC,F,2
969,"('HISPANIC', 'F')",42.17,583.72,336.74,Scientologist,religion,all,HISPANIC,F,2
970,"('HISPANIC', 'F')",32.78,132.03,105.36,Seventh-Day Adventist,religion,all,HISPANIC,F,2
971,"('HISPANIC', 'F')",25.47,126.99,95.04,Zoroastrian,religion,all,HISPANIC,F,2
972,"('HISPANIC', 'F')",23.76,87.71,54.48,a Baha'i,religion,(none),HISPANIC,F,2
973,"('HISPANIC', 'F')",33.63,159.6,112.16,a DACA recipient,characteristics,(none),HISPANIC,F,2
974,"('HISPANIC', 'F')",25.63,124.56,79.31,a Dreamer,characteristics,(none),HISPANIC,F,2
975,"('HISPANIC', 'F')",24.7,81.23,70.12,a Jehovah's Witness,religion,(none),HISPANIC,F,2
976,"('HISPANIC', 'F')",36.51,254.52,149.43,a Rasta,religion,(none),HISPANIC,F,2
977,"('HISPANIC', 'F')",20.1,48.63,34.44,a Rastafarian,religion,(none),HISPANIC,F,2
978,"('HISPANIC', 'F')",26.67,134.91,93.02,a Scientologist,religion,(none),HISPANIC,F,2
979,"('HISPANIC', 'F')",22.94,63.7,51.9,a Seventh-Day Adventist,religion,(none),HISPANIC,F,2
980,"('HISPANIC', 'F')",35.62,169.16,130.81,a Unitarian,religion,(none),HISPANIC,F,2
981,"('HISPANIC', 'F')",22.21,60.53,45.09,a Zoroastrian,religion,(none),HISPANIC,F,2
982,"('HISPANIC', 'F')",24.63,121.76,81.57,a cancer survivor,characteristics,(none),HISPANIC,F,2
983,"('HISPANIC', 'F')",45.09,203.72,178.71,a child predator,,,HISPANIC,F,2
984,"('HISPANIC', 'F')",29.16,98.69,88.77,a drug addict,characteristics,(none),HISPANIC,F,2
985,"('HISPANIC', 'F')",26.38,92.78,68.21,a fiancée,characteristics,(none),HISPANIC,F,2
986,"('HISPANIC', 'F')",42.86,335.43,219.62,a girlfriend,characteristics,(none),HISPANIC,F,2
987,"('HISPANIC', 'F')",27.9,83.32,65.07,a hard worker,,,HISPANIC,F,2
988,"('HISPANIC', 'F')",22.5,97.38,67.48,a housewife,,,HISPANIC,F,2
989,"('HISPANIC', 'F')",29.58,165.7,86.6,a humanist,religion,(none),HISPANIC,F,2
990,"('HISPANIC', 'F')",47.85,235.66,202.01,a lady friend,characteristics,(none),HISPANIC,F,2
991,"('HISPANIC', 'F')",35.66,151.71,124.1,a little person,body_type,(none),HISPANIC,F,2
992,"('HISPANIC', 'F')",25.19,45.01,43.11,a member of the tribe,religion,(none),HISPANIC,F,2
993,"('HISPANIC', 'F')",23.48,94.52,68.12,a person of color,race_ethnicity,(none),HISPANIC,F,2
994,"('HISPANIC', 'F')",18.8,41.78,22.87,a person who uses he/they pronouns,gender_and_sex,(none),HISPANIC,F,2
995,"('HISPANIC', 'F')",17.88,42.37,21.99,a person who uses she/her pronouns,gender_and_sex,(none),HISPANIC,F,2
996,"('HISPANIC', 'F')",17.02,36.14,19.65,a person who uses she/they pronouns,gender_and_sex,(none),HISPANIC,F,2
997,"('HISPANIC', 'F')",15.13,34.49,17.64,a person who uses they/them pronouns,gender_and_sex,(none),HISPANIC,F,2
998,"('HISPANIC', 'F')",25.01,52.67,31.83,a person who uses xe/xem pronouns,gender_and_sex,(none),HISPANIC,F,2
999,"('HISPANIC', 'F')",21.37,54.19,26.3,a person who uses ze/zir pronouns,gender_and_sex,(none),HISPANIC,F,2
1000,"('HISPANIC', 'F')",36.18,133.48,94.46,a pervert,,,HISPANIC,F,2
1001,"('HISPANIC', 'F')",28.88,73.45,54.57,a proselytizer,religion,(none),HISPANIC,F,2
1002,"('HISPANIC', 'F')",37.48,151.42,184.39,a slave,,,HISPANIC,F,2
1003,"('HISPANIC', 'F')",31.99,163.13,122.96,a survivor,cultural,(none),HISPANIC,F,2
1004,"('HISPANIC', 'F')",41.61,144.15,128.05,a vagrant,characteristics,(none),HISPANIC,F,2
1005,"('HISPANIC', 'F')",28.27,142.79,85.24,a wheelchair user,ability,(none),HISPANIC,F,2
1006,"('HISPANIC', 'F')",76.34,369.01,341.1,acne-ridden,body_type,miscellaneous,HISPANIC,F,2
1007,"('HISPANIC', 'F')",34.2,96.98,126.37,addicted to drugs,,,HISPANIC,F,2
1008,"('HISPANIC', 'F')",53.07,209.2,199.83,affianced,characteristics,marital_status,HISPANIC,F,2
1009,"('HISPANIC', 'F')",82.04,431.9,461.84,always cleaning,,,HISPANIC,F,2
1010,"('HISPANIC', 'F')",72.42,334.2,349.33,always fighting,,,HISPANIC,F,2
1011,"('HISPANIC', 'F')",70.35,479.44,424.6,always high,,,HISPANIC,F,2
1012,"('HISPANIC', 'F')",36.84,173.74,134.61,an Evangelical,religion,(none),HISPANIC,F,2
1013,"('HISPANIC', 'F')",34.64,235.79,163.79,an addict,characteristics,(none),HISPANIC,F,2
1014,"('HISPANIC', 'F')",22.96,75.98,63.09,an amputee,ability,(none),HISPANIC,F,2
1015,"('HISPANIC', 'F')",36.52,141.03,118.01,an old maid,characteristics,(none),HISPANIC,F,2
1016,"('HISPANIC', 'F')",36.14,116.33,91.75,androgyne,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1017,"('HISPANIC', 'F')",27.81,73.51,56.47,androgynous,gender_and_sex,descriptors,HISPANIC,F,2
1018,"('HISPANIC', 'F')",48.11,244.54,256.09,anti-vaccine,cultural,cultural_descriptors,HISPANIC,F,2
1019,"('HISPANIC', 'F')",47.2,258.21,259.66,anti-vax,cultural,cultural_descriptors,HISPANIC,F,2
1020,"('HISPANIC', 'F')",54.54,766.15,496.44,aromantic,sexual_orientation,asexual_or_aromantic,HISPANIC,F,2
1021,"('HISPANIC', 'F')",40.07,328.45,261.83,asexual,sexual_orientation,asexual_or_aromantic,HISPANIC,F,2
1022,"('HISPANIC', 'F')",86.33,641.46,756.0,asylum-seeking,characteristics,immigration_status,HISPANIC,F,2
1023,"('HISPANIC', 'F')",66.81,481.88,356.19,at-risk,cultural,cultural_descriptors,HISPANIC,F,2
1024,"('HISPANIC', 'F')",81.64,931.82,572.37,average-height,body_type,medium_stature,HISPANIC,F,2
1025,"('HISPANIC', 'F')",53.55,173.9,143.14,big-boned,body_type,large_stature,HISPANIC,F,2
1026,"('HISPANIC', 'F')",59.64,532.19,416.85,brown-haired,body_type,hair,HISPANIC,F,2
1027,"('HISPANIC', 'F')",41.64,212.92,172.22,brown-skinned,body_type,skin_color,HISPANIC,F,2
1028,"('HISPANIC', 'F')",66.36,285.2,186.33,can't get laid,,,HISPANIC,F,2
1029,"('HISPANIC', 'F')",47.02,267.94,246.66,centenarian,age,old,HISPANIC,F,2
1030,"('HISPANIC', 'F')",64.77,476.13,463.5,chunky,body_type,overweight,HISPANIC,F,2
1031,"('HISPANIC', 'F')",52.22,536.85,391.14,cisgender,gender_and_sex,cisgender,HISPANIC,F,2
1032,"('HISPANIC', 'F')",109.12,704.35,692.35,coily-haired,body_type,hair,HISPANIC,F,2
1033,"('HISPANIC', 'F')",108.93,737.12,780.83,coodle,nonce,all,HISPANIC,F,2
1034,"('HISPANIC', 'F')",41.14,321.98,226.42,curvy,body_type,overweight,HISPANIC,F,2
1035,"('HISPANIC', 'F')",66.35,443.23,364.63,dainty,body_type,thin,HISPANIC,F,2
1036,"('HISPANIC', 'F')",33.47,130.58,122.82,dark-skinned,body_type,skin_color,HISPANIC,F,2
1037,"('HISPANIC', 'F')",49.13,301.37,287.88,demiboy,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1038,"('HISPANIC', 'F')",49.47,243.53,221.42,demigirl,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1039,"('HISPANIC', 'F')",33.98,180.49,152.26,demisexual,sexual_orientation,demisexual,HISPANIC,F,2
1040,"('HISPANIC', 'F')",60.98,174.38,163.15,dirty-blonde,body_type,hair,HISPANIC,F,2
1041,"('HISPANIC', 'F')",54.32,153.17,165.02,doing housework,,,HISPANIC,F,2
1042,"('HISPANIC', 'F')",65.83,151.21,152.95,dressed sloppily,,,HISPANIC,F,2
1043,"('HISPANIC', 'F')",84.3,372.01,397.61,drug-abusing,characteristics,addictions,HISPANIC,F,2
1044,"('HISPANIC', 'F')",45.7,198.66,167.89,drug-addicted,characteristics,addictions,HISPANIC,F,2
1045,"('HISPANIC', 'F')",49.01,145.03,114.44,easy to understand,,,HISPANIC,F,2
1046,"('HISPANIC', 'F')",67.45,456.17,400.72,exotic looking,,,HISPANIC,F,2
1047,"('HISPANIC', 'F')",90.18,589.99,555.66,feminine-of-center,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1048,"('HISPANIC', 'F')",35.14,123.33,85.28,full-figured,body_type,overweight,HISPANIC,F,2
1049,"('HISPANIC', 'F')",27.03,84.0,68.45,gender non-conforming,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1050,"('HISPANIC', 'F')",59.52,340.76,259.82,gender-conforming,gender_and_sex,binary,HISPANIC,F,2
1051,"('HISPANIC', 'F')",32.34,189.25,139.02,genderqueer,gender_and_sex,non_binary_or_gnc,HISPANIC,F,2
1052,"('HISPANIC', 'F')",60.56,312.86,293.77,glasses-wearing,ability,visual,HISPANIC,F,2
1053,"('HISPANIC', 'F')",52.48,137.81,126.38,good at distance running,,,HISPANIC,F,2
1054,"('HISPANIC', 'F')",77.79,786.01,613.04,gray-eyed,body_type,eye_color,HISPANIC,F,2
1055,"('HISPANIC', 'F')",63.31,580.08,501.74,green-eyed,body_type,eye_color,HISPANIC,F,2
1056,"('HISPANIC', 'F')",55.56,213.98,195.17,grungy,body_type,miscellaneous,HISPANIC,F,2
1057,"('HISPANIC', 'F')",56.35,153.33,117.74,hard to understand,,,HISPANIC,F,2
1058,"('HISPANIC', 'F')",43.51,262.3,185.08,hazel-eyed,body_type,eye_color,HISPANIC,F,2
1059,"('HISPANIC', 'F')",20.93,53.94,46.4,hermaphrodite,gender_and_sex,sex,HISPANIC,F,2
1060,"('HISPANIC', 'F')",72.01,319.5,325.45,hideous,body_type,unattractive,HISPANIC,F,2
1061,"('HISPANIC', 'F')",58.49,432.67,377.98,homely,body_type,unattractive,HISPANIC,F,2
1062,"('HISPANIC', 'F')",59.8,585.47,451.87,houseless,characteristics,domestic_status,HISPANIC,F,2
1063,"('HISPANIC', 'F')",33.8,103.41,73.21,immunocompromised,ability,other_disabilities,HISPANIC,F,2
1064,"('HISPANIC', 'F')",35.48,313.08,210.99,intersex,gender_and_sex,sex,HISPANIC,F,2
1065,"('HISPANIC', 'F')",48.4,218.41,209.4,into black magic,,,HISPANIC,F,2
1066,"('HISPANIC', 'F')",67.88,507.8,595.36,kind,,,HISPANIC,F,2
1067,"('HISPANIC', 'F')",69.66,538.61,381.31,lanky,body_type,thin,HISPANIC,F,2
1068,"('HISPANIC', 'F')",107.84,783.74,526.37,large-stature,body_type,large_stature,HISPANIC,F,2
1069,"('HISPANIC', 'F')",42.44,175.89,161.55,light-skinned,body_type,skin_color,HISPANIC,F,2
1070,"('HISPANIC', 'F')",35.34,52.11,64.95,living in a mud hut,,,HISPANIC,F,2
1071,"('HISPANIC', 'F')",48.17,105.58,95.83,living in poverty,,,HISPANIC,F,2
1072,"('HISPANIC', 'F')",31.82,161.89,128.61,love to dance,,,HISPANIC,F,2
1073,"('HISPANIC', 'F')",61.36,504.28,478.39,low-income,socioeconomic_class,below_poverty_line,HISPANIC,F,2
1074,"('HISPANIC', 'F')",34.93,67.1,58.74,malnourished,,,HISPANIC,F,2
1075,"('HISPANIC', 'F')",81.71,743.87,588.62,medium-height,body_type,medium_stature,HISPANIC,F,2
1076,"('HISPANIC', 'F')",79.91,444.41,375.91,medium-stature,body_type,medium_stature,HISPANIC,F,2
1077,"('HISPANIC', 'F')",32.65,68.73,65.06,mild-mannered,,,HISPANIC,F,2
1078,"('HISPANIC', 'F')",83.15,593.88,583.08,mildly overweight,body_type,overweight,HISPANIC,F,2
1079,"('HISPANIC', 'F')",34.47,72.55,64.79,morbidly obese,body_type,overweight,HISPANIC,F,2
1080,"('HISPANIC', 'F')",25.37,117.76,69.8,neurodivergent,ability,neurological,HISPANIC,F,2
1081,"('HISPANIC', 'F')",41.3,248.56,206.68,neurotypical,ability,neurological,HISPANIC,F,2
1082,"('HISPANIC', 'F')",33.1,86.66,70.34,non-neurotypical,ability,neurological,HISPANIC,F,2
1083,"('HISPANIC', 'F')",51.22,299.08,252.06,nondisabled,ability,unspecific,HISPANIC,F,2
1084,"('HISPANIC', 'F')",49.27,222.23,184.78,olive-skinned,body_type,skin_color,HISPANIC,F,2
1085,"('HISPANIC', 'F')",43.78,417.65,357.63,open minded,,,HISPANIC,F,2
1086,"('HISPANIC', 'F')",44.46,221.5,166.69,pale-skinned,body_type,skin_color,HISPANIC,F,2
1087,"('HISPANIC', 'F')",36.15,377.85,232.17,pansexual,sexual_orientation,pansexual,HISPANIC,F,2
1088,"('HISPANIC', 'F')",23.09,73.09,57.61,paraplegic,ability,mobility,HISPANIC,F,2
1089,"('HISPANIC', 'F')",33.74,168.24,134.67,polyamorous,sexual_orientation,polyamorous,HISPANIC,F,2
1090,"('HISPANIC', 'F')",56.54,296.5,202.29,pro-vaccine,cultural,cultural_descriptors,HISPANIC,F,2
1091,"('HISPANIC', 'F')",19.95,47.37,36.0,quadriplegic,ability,mobility,HISPANIC,F,2
1092,"('HISPANIC', 'F')",60.38,254.17,288.37,rebellious,,,HISPANIC,F,2
1093,"('HISPANIC', 'F')",61.85,538.17,429.2,redheaded,body_type,hair,HISPANIC,F,2
1094,"('HISPANIC', 'F')",41.28,115.11,88.24,salt-and-pepper-haired,body_type,hair,HISPANIC,F,2
1095,"('HISPANIC', 'F')",48.12,149.94,156.65,scrawny,body_type,small_stature,HISPANIC,F,2
1096,"('HISPANIC', 'F')",91.34,761.85,691.18,scrubby,body_type,miscellaneous,HISPANIC,F,2
1097,"('HISPANIC', 'F')",55.39,331.3,318.47,slightly overweight,body_type,overweight,HISPANIC,F,2
1098,"('HISPANIC', 'F')",74.27,456.71,359.22,small-stature,body_type,small_stature,HISPANIC,F,2
1099,"('HISPANIC', 'F')",65.86,203.89,165.02,smoking a joint,,,HISPANIC,F,2
1100,"('HISPANIC', 'F')",29.31,92.28,93.89,speak English with an accent,,,HISPANIC,F,2
1101,"('HISPANIC', 'F')",59.95,295.24,204.14,spiky-haired,body_type,hair,HISPANIC,F,2
1102,"('HISPANIC', 'F')",64.93,437.69,335.78,svelte,body_type,thin,HISPANIC,F,2
